学校,学院,url
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2485/list2.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2485/list3.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2485/list4.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2485/list5.htm
集美大学,集美大学信息工程学院,http://ie.jmu.edu.cn/szdw.htm
青海大学,机械工程学院,http://jxxy.qhu.edu.cn/szgk/clcxjys/index.htm
青海大学,机械工程学院,http://jxxy.qhu.edu.cn/szgk/jxdzgcjys/index.htm
青海大学,机械工程学院,http://jxxy.qhu.edu.cn/szgk/gysjjys/index.htm
青海大学,机械工程学院,http://jxxy.qhu.edu.cn/szgk/yjgcjys/index.htm
青海大学,机械工程学院,http://jxxy.qhu.edu.cn/szgk/jxsjzzjqzdhjys/index.htm
青海大学,机械工程学院,http://jxxy.qhu.edu.cn/szgk/clgcjys/index.htm
青海大学,机械工程学院,http://jxxy.qhu.edu.cn/szgk/jxjcjys/index.htm
石河子大学,机械电气工程学院,http://jdxy.shzu.edu.cn/2108/list.htm
石河子大学,机械电气工程学院,http://jdxy.shzu.edu.cn/bssdsjj/list.htm
成都理工大学,核技术与自动化工程学院,http://www.cnae.cdut.edu.cn/html/troop/list_8_1.html
成都理工大学,核技术与自动化工程学院,http://www.cnae.cdut.edu.cn/html/troop/list_8_2.html
成都理工大学,核技术与自动化工程学院,http://www.cnae.cdut.edu.cn/html/troop/list_8_3.html
西南交通大学,电气工程学院,http://dqxy.swjtu.edu.cn/Website/Elec/teacher/teacher.html?flag=270
湖北工业大学,湖北工业大学,http://eee.hbut.edu.cn/html/shiziduiwu/yanjiushengdaoshi/
天津工业大学,电气工程与自动化学院,http://dqgc.tjpu.edu.cn/1732/list.htm
哈尔滨理工大学,电气与电子工程学院,http://www1.hrbust.edu.cn/xueyuan/ele/10ele/aboutA.asp?ClassID=493
哈尔滨理工大学,电气与电子工程学院,http://www1.hrbust.edu.cn/xueyuan/ele/10ele/aboutA.asp?ClassID=494
华北水利水电大学,电力学院,http://www5.ncwu.edu.cn/dianli/contents/2817/27925.html
华北水利水电大学,信息工程学院,http://www5.ncwu.edu.cn/xingong/Contents/Legislation/2013-10-24-10-33-0-15749.htm
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?aid=120
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?page=2&aid=120
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?aid=119
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?page=5&aid=119
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?page=4&aid=119
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?page=3&aid=119
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?page=2&aid=119
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?aid=121
大连交通大学,电气信息学院,http://dxxy.djtu.edu.cn/products.asp?aid=118
湖南科技大学,信息与电气工程学院,http://xinxi.hnust.edu.cn/szdw/zzjs/index.htm
北京石油化工学院,信息工程学院,http://www.bipt.edu.cn/pub/xinxi/szdw/jsml/zdhx/index.htm
北京石油化工学院,信息工程学院,http://www.bipt.edu.cn/pub/xinxi/szdw/jsml/jsjkxyjzx/index.htm
北京石油化工学院,信息工程学院,http://www.bipt.edu.cn/pub/xinxi/szdw/jsml/txgcx/index.htm
北京石油化工学院,信息工程学院,http://www.bipt.edu.cn/pub/xinxi/szdw/jsml/dqgcjqzdhx/index.htm
山东科技大学,电气与自动化工程学院,http://xindian.sdust.edu.cn/channels/27.html
山东科技大学,电气与自动化工程学院,http://xindian.sdust.edu.cn/channels/27.html
河南理工大学,电气工程与自动化学院,http://seea.hpu.edu.cn/dqweb/photob.aspx?index=d02
河南理工大学,电气工程与自动化学院,http://seea.hpu.edu.cn/dqweb/photob.aspx?index=d03
河南理工大学,电气工程与自动化学院,http://seea.hpu.edu.cn/dqweb/photob.aspx?index=d04
河南理工大学,电气工程与自动化学院,http://seea.hpu.edu.cn/dqweb/photob.aspx?index=d05
河南理工大学,电气工程与自动化学院,http://seea.hpu.edu.cn/dqweb/photob.aspx?index=d06
河南理工大学,电气工程与自动化学院,http://seea.hpu.edu.cn/dqweb/photob.aspx?index=d09
西华大学,电气与电子信息学院,http://seie.xhu.edu.cn/2785/list.htm
西华大学,电气与电子信息学院,http://seie.xhu.edu.cn/3088/list.htm
西华大学,电气与电子信息学院,http://seie.xhu.edu.cn/3089/list.htm
中北大学,电气与控制工程学院,http://ece.nuc.edu.cn/ky/ybds.htm
广东海洋大学,电子与信息工程学院,http://210.38.137.68/dxxy/index.php?m=content&c=index&a=lists&catid=113
浙江科技学院,自动化与电气工程学院,http://aee.zust.edu.cn/index.php/index/content/id/3705
安徽工业大学,电气与信息工程学院,http://dqxx.ahut.edu.cn/szdw1/jsml.htm
河南工业大学,电气工程学院,http://cee.haut.edu.cn/xygk/szdw.htm
河南工业大学,电气工程学院,http://cee.haut.edu.cn/xygk/szdw/5.htm
河南工业大学,电气工程学院,http://cee.haut.edu.cn/xygk/szdw/4.htm
河南工业大学,电气工程学院,http://cee.haut.edu.cn/xygk/szdw/3.htm
河南工业大学,电气工程学院,http://cee.haut.edu.cn/xygk/szdw/2.htm
河南工业大学,电气工程学院,http://cee.haut.edu.cn/xygk/szdw/1.htm
山东建筑大学,信息与电气工程学院,http://xwzx2016.sdjzu.edu.cn/xdxy/szdw.htm
山东建筑大学,信息与电气工程学院,http://xwzx2016.sdjzu.edu.cn/xdxy/szdw/1.htm
南昌航空大学,信息工程学院,http://sie.nchu.edu.cn/channel/index.asp?channelid=3
武汉纺织大学,电子与电气工程学院,http://ei.wtu.edu.cn/szdw/js/1.htm
武汉纺织大学,电子与电气工程学院,http://ei.wtu.edu.cn/szdw/js.htm
山西农业大学,工学院,http://gxy.sxau.edu.cn/szdw/jsml.htm
长江大学,电子信息学院,http://dxxy.yangtzeu.edu.cn/teacher1.html
嘉兴学院,机电工程学院,http://jdxy.zjxu.edu.cn/szdw/jsml.htm
河北科技大学,电气工程学院,http://dqxy.web.hebust.edu.cn/szll/msfc/index.htm
江西理工大学,电气工程与自动化学院,http://dq.jxust.edu.cn/szdw/yjsds.htm
江西理工大学,电气工程与自动化学院,http://dq.jxust.edu.cn/szdw/yjsds/1.htm
西安工程大学,电子信息学院,http://dxxy.xpu.edu.cn/szdw/szll.htm
山东理工大学,电气与电子学院,http://dz.sdut.edu.cn/article-1331.html
兰州理工大学,电气工程与信息工程学院,http://dianqi.lut.cn/www/HdClsContentMain.asp?ClassId=28
南华大学,电气工程学院,http://dqxy.usc.edu.cn/xygk/szdw.htm
西南民族大学,电气信息工程学院,http://dxxy.swun.edu.cn/szdw1.htm#teacher3
西南科技大学,信息工程学院,http://www.info.swust.edu.cn/plus/list.php?tid=21
淮海工学院,电子工程学院,http://dzgcxy.hhit.edu.cn/xygk/bmcy.htm
安徽建筑大学,电子与信息工程学院,http://www.ahjzu.edu.cn/dxxy/6533/list.htm
安徽建筑大学,电子与信息工程学院,http://www.ahjzu.edu.cn/dxxy/6533/list2.htm
安徽建筑大学,电子与信息工程学院,http://www.ahjzu.edu.cn/dxxy/6533/list3.htm
湖南工程学院,电气信息学院,http://dqxy.hnie.edu.cn/yjsjy/dsjj/daoshi.html
辽宁科技大学,机械工程与自动化学院,http://www.ustl.edu.cn/jxxy/xkyjs/yjsgz/6652.htm
辽宁工业大学,电气工程学院,http://dqxy.lnut.edu.cn/szdw/js.htm
辽宁工业大学,电气工程学院,http://dqxy.lnut.edu.cn/szdw/fjs.htm
辽宁工业大学,电气工程学院,http://dqxy.lnut.edu.cn/szdw/ssds.htm
南昌工程学院,机械与电气工程,http://machine.nit.edu.cn/szdw/jsfc.htm
南昌工程学院,机械与电气工程,http://machine.nit.edu.cn/szdw/jsfc/1.htm
南昌工程学院,信息工程学院,http://computer.nit.edu.cn/jiaoshiduiw/js.htm
吉林化工学院,机电工程学院,http://jdxy.jlict.edu.cn/html/szdw/jsml/
山东工商学院,信息与电子工程学院,http://xd.sdibt.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1047
山东工商学院,信息与电子工程学院,http://xd.sdibt.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1048
山东工商学院,信息与电子工程学院,http://xd.sdibt.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1049
山东工商学院,信息与电子工程学院,http://xd.sdibt.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1050
山东工商学院,信息与电子工程学院,http://xd.sdibt.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1051
山东工商学院,信息与电子工程学院,http://xd.sdibt.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1052
鲁东大学,信息与电气工程学院,http://www.xinke.ldu.edu.cn/szdw/bksds.htm
鲁东大学,信息与电气工程学院,http://www.xinke.ldu.edu.cn/szdw/jsjj.htm
湖北理工学院,电气与电子信息工程学院,http://dq.hbpu.edu.cn/class-14-43.aspx
湖北理工学院,电气与电子信息工程学院,http://dq.hbpu.edu.cn/class-14-43(2).aspx
沈阳化工大学,信息工程学院,http://xinxi.syuct.edu.cn/xwzx.asp?classid=74
湖北汽车工业学院,电气与信息工程学院,http://dxxy.huat.edu.cn/ejym_jslb.aspx?gndm=010202
重庆三峡学院,电子与信息工程学院,http://www.sanxiau.edu.cn/dxy/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1047
重庆三峡学院,电子与信息工程学院,http://www.sanxiau.edu.cn/dxy/list.jsp?a132544t=3&a132544p=2&a132544c=16&urltype=tree.TreeTempUrl&wbtreeid=1049
重庆三峡学院,电子与信息工程学院,http://www.sanxiau.edu.cn/dxy/list.jsp?a132544t=3&a132544p=3&a132544c=16&urltype=tree.TreeTempUrl&wbtreeid=1049
重庆三峡学院,电子与信息工程学院,http://www.sanxiau.edu.cn/dxy/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1049
湖北师范学院,物理与电子科学学院,http://www.phy.hbnu.edu.cn/node/51
长沙学院,电子信息与电气工程学院,http://dxxy.ccsu.cn/szdw/jsfc.htm
河北农业大学,机电工程学院,http://jidian.hebau.edu.cn/jigou/dianqi.html
河北农业大学,机电工程学院,http://jidian.hebau.edu.cn/jigou/jixie.html
河北农业大学,机电工程学院,http://jidian.hebau.edu.cn/jigou/jihua.html
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/663/list.htm
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/663/list2.htm
长春工业大学,电气与电子工程学院,http://www.dqxy.ccut.edu.cn/664/list.htm
郑州轻工业学院,电子信息工程学院,http://cs.zzuli.edu.cn/s/98/t/356/p/100/c/4584/d/5078/list.htm
郑州轻工业学院,电子信息工程学院,http://cs.zzuli.edu.cn/s/98/t/356/p/100/c/4584/d/5083/list.htm
郑州轻工业学院,电子信息工程学院,http://cs.zzuli.edu.cn/s/98/t/356/p/100/c/4584/d/5080/list.htm
黑龙江科技大学,电子与信息工程学院,http://dianzi.usth.net.cn/szdw/js.htm
黑龙江科技大学,电子与信息工程学院,http://dianzi.usth.net.cn/szdw/fjs.htm
黑龙江科技大学,电子与信息工程学院,http://dianzi.usth.net.cn/szdw/zjjs.htm
六盘水师范学院,电气工程学院,http://www.lpssy.edu.cn/wlydzkxx/1292/list.htm
重庆文理学院,电子电气工程学院,http://dzdq.cqwu.net/channel_21946_031.html
防灾科技学院,灾害信息工程系,http://ie.cidp.edu.cn/Departmentszdw.aspx
防灾科技学院,灾害信息工程系,http://ie.cidp.edu.cn/Departmentszdw.aspx
防灾科技学院,灾害信息工程系,http://ie.cidp.edu.cn/Departmentszdw.aspx
防灾科技学院,灾害信息工程系,http://ie.cidp.edu.cn/Departmentszdw.aspx
西北民族大学,电气工程学院,http://cms.xbmu.edu.cn/frontChannelPage.action?siteId=56&articleClassId=2398&articleId=
西北民族大学,电气工程学院,http://cms.xbmu.edu.cn/frontChannelPage.action?siteId=56&articleClassId=2399&articleId=
西北民族大学,电气工程学院,http://cms.xbmu.edu.cn/frontChannelPage.action?siteId=56&articleClassId=2400&articleId=
西北民族大学,电气工程学院,http://cms.xbmu.edu.cn/frontChannelPage.action?siteId=56&articleClassId=2401&articleId=
西北民族大学,电气工程学院,http://cms.xbmu.edu.cn/frontChannelPage.action?siteId=56&articleClassId=2469&articleId=
